StrategyID:030
RunTime:14:30:00
VRDate:7
AVDate:5
Date,Time,Signal,Index,Shares,Price,CurPL,CumPL
2021-09-17,14:30:00,BUY,399987.XSHE,1000,8722.42,1,0.95606
2021-09-22,14:30:00,SELL,399987.XSHE,1000,8450.05,0.96877,0.9262
2021-09-23,14:30:00,BUY,512480.XSHG,1000,1.275,1,0.9262
2021-09-24,14:30:00,SELL,512480.XSHG,1000,1.272,0.99765,0.92402
2021-09-24,14:30:00,BUY,399932.XSHE,1000,22275.16,1,0.92402
2021-09-27,14:30:00,SELL,399932.XSHE,1000,23275.77,1.04492,0.96553
2021-09-27,14:30:00,BUY,399987.XSHE,1000,9284.82,1,0.96553
2021-09-29,14:30:00,SELL,399987.XSHE,1000,9108.67,0.98103,0.94721
2021-09-29,14:30:00,BUY,399932.XSHE,1000,23245.24,1,0.94721
2021-10-12,14:30:00,SELL,399932.XSHE,1000,23943.75,1.03005,0.97567
2021-10-12,14:30:00,BUY,512800.XSHG,1000,1.18,1,0.97567
2021-10-13,14:30:00,SELL,512800.XSHG,1000,1.182,1.00169,0.97732
2021-10-13,14:30:00,BUY,399987.XSHE,1000,9800.46,1,0.97732
2021-10-18,14:30:00,SELL,399987.XSHE,1000,8986.37,0.91693,0.89613
2021-10-18,14:30:00,BUY,399417.XSHE,1000,5068.64,1,0.89613
2021-10-21,14:30:00,SELL,399417.XSHE,1000,5107.86,1.00774,0.90307
2021-10-25,14:30:00,BUY,399417.XSHE,1000,5233.81,1,0.90307
2021-10-26,14:30:00,SELL,399417.XSHE,1000,5255.18,1.00408,0.90675
2021-10-26,14:30:00,BUY,399987.XSHE,1000,9351.47,1,0.90675
2021-10-27,14:30:00,SELL,399987.XSHE,1000,9067.16,0.9696,0.87918
2021-10-27,14:30:00,BUY,399417.XSHE,1000,5316.1678,1,0.87918
2021-10-28,14:30:00,SELL,399417.XSHE,1000,5225.29,0.98291,0.86415
2021-10-29,14:30:00,BUY,399967.XSHE,1000,13183.65,1,0.86415
2021-10-29,15:00:00,SELL,399967.XSHE,100,13219.3,1.0027,0.86648
