,RunTime,VRDate,AVDate,P&L,MaxDrawdown,TradeNumbers,TradeWinPercent
687,14:30:00,5,27,5.02%,-13.34%,6,33.33%
688,14:30:00,5,29,5.02%,-13.34%,6,33.33%
759,14:30:00,17,15,5.01%,-10.24%,6,66.67%
760,14:30:00,17,17,5.01%,-10.24%,6,66.67%
761,14:30:00,17,19,5.01%,-10.24%,6,66.67%
35,9:40:00,9,23,4.99%,-8.58%,4,50.00%
707,14:30:00,9,15,4.96%,-8.42%,7,71.43%
708,14:30:00,9,17,4.96%,-8.42%,7,71.43%
709,14:30:00,9,19,4.96%,-8.42%,7,71.43%
710,14:30:00,9,21,4.96%,-8.42%,7,71.43%
711,14:30:00,9,23,4.96%,-8.42%,7,71.43%
712,14:30:00,9,25,4.96%,-8.42%,7,71.43%
109,9:40:00,21,15,4.84%,-9.05%,4,50.00%
110,9:40:00,21,17,4.84%,-9.05%,4,50.00%
111,9:40:00,21,19,4.84%,-9.05%,4,50.00%
112,9:40:00,21,21,4.84%,-9.05%,4,50.00%
161,9:40:00,29,15,4.84%,-9.05%,4,50.00%
162,9:40:00,29,17,4.84%,-9.05%,4,50.00%
163,9:40:00,29,19,4.84%,-9.05%,4,50.00%
164,9:40:00,29,21,4.84%,-9.05%,4,50.00%
2,9:40:00,5,9,4.80%,-12.42%,6,33.33%
3,9:40:00,5,11,4.80%,-12.42%,6,33.33%
4,9:40:00,5,13,4.80%,-12.42%,6,33.33%
689,14:30:00,7,5,4.78%,-7.59%,5,60.00%
690,14:30:00,7,7,4.78%,-7.59%,5,60.00%
691,14:30:00,7,9,4.78%,-7.59%,5,60.00%
692,14:30:00,7,11,4.78%,-7.59%,5,60.00%
44,9:40:00,11,15,4.75%,-8.42%,5,40.00%
45,9:40:00,11,17,4.75%,-8.42%,5,40.00%
46,9:40:00,11,19,4.75%,-8.42%,5,40.00%
47,9:40:00,11,21,4.75%,-8.42%,5,40.00%
48,9:40:00,11,23,4.75%,-8.42%,5,40.00%
49,9:40:00,11,25,4.75%,-8.42%,5,40.00%
50,9:40:00,11,27,4.75%,-8.42%,5,40.00%
51,9:40:00,11,29,4.75%,-8.42%,5,40.00%
95,9:40:00,19,13,4.74%,-11.12%,3,33.33%
121,9:40:00,23,13,4.74%,-11.12%,3,33.33%
147,9:40:00,27,13,4.74%,-11.12%,3,33.33%
182,10:30:00,7,5,4.70%,-8.34%,6,50.00%
183,10:30:00,7,7,4.70%,-8.34%,6,50.00%
431,11:30:00,19,9,4.68%,-12.39%,3,66.67%
444,11:30:00,21,9,4.68%,-12.39%,3,66.67%
457,11:30:00,23,9,4.68%,-12.39%,3,66.67%
470,11:30:00,25,9,4.68%,-12.39%,3,66.67%
483,11:30:00,27,9,4.68%,-12.39%,3,66.67%
496,11:30:00,29,9,4.68%,-12.39%,3,66.67%
135,9:40:00,25,15,4.63%,-9.05%,4,50.00%
136,9:40:00,25,17,4.63%,-9.05%,4,50.00%
137,9:40:00,25,19,4.63%,-9.05%,4,50.00%
138,9:40:00,25,21,4.63%,-9.05%,4,50.00%
412,11:30:00,15,23,4.63%,-10.05%,7,71.43%
396,11:30:00,13,17,4.61%,-8.42%,3,66.67%
209,10:30:00,11,7,4.60%,-5.95%,6,50.00%
585,13:30:00,17,5,4.59%,-9.51%,7,42.86%
755,14:30:00,17,7,4.57%,-10.62%,5,60.00%
36,9:40:00,9,25,4.56%,-8.58%,5,40.00%
37,9:40:00,9,27,4.56%,-8.58%,5,40.00%
38,9:40:00,9,29,4.56%,-8.58%,5,40.00%
238,10:30:00,15,13,4.44%,-8.87%,5,80.00%
353,11:30:00,7,9,4.43%,-8.79%,4,50.00%
354,11:30:00,7,11,4.43%,-8.79%,4,50.00%
355,11:30:00,7,13,4.43%,-8.79%,4,50.00%
356,11:30:00,7,15,4.43%,-8.79%,4,50.00%
357,11:30:00,7,17,4.43%,-8.79%,4,50.00%
358,11:30:00,7,19,4.43%,-8.79%,4,50.00%
728,14:30:00,13,5,4.40%,-10.09%,5,60.00%
729,14:30:00,13,7,4.40%,-10.09%,5,60.00%
383,11:30:00,11,17,4.27%,-8.42%,5,40.00%
384,11:30:00,11,19,4.27%,-8.42%,5,40.00%
385,11:30:00,11,21,4.27%,-8.42%,5,40.00%
386,11:30:00,11,23,4.27%,-8.42%,5,40.00%
387,11:30:00,11,25,4.27%,-8.42%,5,40.00%
388,11:30:00,11,27,4.27%,-8.42%,5,40.00%
389,11:30:00,11,29,4.27%,-8.42%,5,40.00%
104,9:40:00,21,5,4.26%,-11.12%,6,50.00%
156,9:40:00,29,5,4.26%,-11.12%,6,50.00%
253,10:30:00,17,17,4.26%,-10.16%,6,50.00%
762,14:30:00,17,21,4.26%,-10.88%,6,66.67%
763,14:30:00,17,23,4.26%,-10.88%,6,66.67%
539,13:30:00,9,17,4.17%,-8.42%,7,42.86%
540,13:30:00,9,19,4.17%,-8.42%,7,42.86%
541,13:30:00,9,21,4.17%,-8.42%,7,42.86%
542,13:30:00,9,23,4.17%,-8.42%,7,42.86%
249,10:30:00,17,9,4.12%,-11.49%,6,50.00%
92,9:40:00,19,7,4.11%,-11.65%,3,33.33%
118,9:40:00,23,7,4.11%,-11.65%,3,33.33%
144,9:40:00,27,7,4.11%,-11.65%,3,33.33%
26,9:40:00,9,5,4.08%,-8.42%,4,50.00%
365,11:30:00,9,7,4.08%,-6.25%,6,66.67%
601,13:30:00,19,11,4.06%,-13.05%,3,33.33%
602,13:30:00,19,13,4.06%,-13.05%,3,33.33%
614,13:30:00,21,11,4.06%,-13.05%,3,33.33%
615,13:30:00,21,13,4.06%,-13.05%,3,33.33%
627,13:30:00,23,11,4.06%,-13.05%,3,33.33%
628,13:30:00,23,13,4.06%,-13.05%,3,33.33%
640,13:30:00,25,11,4.06%,-13.05%,3,33.33%
641,13:30:00,25,13,4.06%,-13.05%,3,33.33%
653,13:30:00,27,11,4.06%,-13.05%,3,33.33%
654,13:30:00,27,13,4.06%,-13.05%,3,33.33%
666,13:30:00,29,11,4.06%,-13.05%,3,33.33%
667,13:30:00,29,13,4.06%,-13.05%,3,33.33%
130,9:40:00,25,5,4.05%,-11.12%,6,50.00%
693,14:30:00,7,13,4.03%,-8.42%,5,60.00%
694,14:30:00,7,15,4.03%,-8.42%,5,60.00%
695,14:30:00,7,17,4.03%,-8.42%,5,60.00%
696,14:30:00,7,19,4.03%,-8.42%,5,60.00%
697,14:30:00,7,21,4.03%,-8.42%,5,60.00%
698,14:30:00,7,23,4.03%,-8.42%,5,60.00%
523,13:30:00,7,11,3.98%,-9.04%,5,60.00%
524,13:30:00,7,13,3.98%,-9.04%,5,60.00%
525,13:30:00,7,15,3.98%,-9.04%,5,60.00%
526,13:30:00,7,17,3.98%,-9.04%,5,60.00%
527,13:30:00,7,19,3.98%,-9.04%,5,60.00%
528,13:30:00,7,21,3.98%,-9.04%,5,60.00%
374,11:30:00,9,25,3.94%,-9.26%,7,71.43%
375,11:30:00,9,27,3.94%,-9.26%,7,71.43%
376,11:30:00,9,29,3.94%,-9.26%,7,71.43%
534,13:30:00,9,7,3.94%,-6.98%,7,42.86%
535,13:30:00,9,9,3.94%,-6.98%,7,42.86%
565,13:30:00,13,17,3.84%,-8.42%,3,66.67%
566,13:30:00,13,19,3.84%,-8.42%,3,66.67%
758,14:30:00,17,13,3.82%,-11.25%,5,60.00%
404,11:30:00,15,7,3.81%,-8.10%,5,80.00%
507,13:30:00,5,5,3.79%,-12.84%,7,42.86%
699,14:30:00,7,25,3.75%,-8.50%,6,50.00%
700,14:30:00,7,27,3.75%,-8.50%,6,50.00%
701,14:30:00,7,29,3.75%,-8.50%,6,50.00%
224,10:30:00,13,11,3.73%,-8.42%,5,40.00%
391,11:30:00,13,7,3.69%,-8.10%,4,75.00%
732,14:30:00,13,13,3.65%,-10.73%,5,60.00%
418,11:30:00,17,9,3.60%,-12.39%,5,60.00%
409,11:30:00,15,17,3.58%,-8.42%,6,66.67%
221,10:30:00,13,5,3.52%,-7.89%,6,66.67%
87,9:40:00,17,23,3.39%,-9.05%,4,50.00%
88,9:40:00,17,25,3.39%,-9.05%,4,50.00%
89,9:40:00,17,27,3.39%,-9.05%,4,50.00%
90,9:40:00,17,29,3.39%,-9.05%,4,50.00%
378,11:30:00,11,7,3.36%,-8.11%,6,33.33%
265,10:30:00,19,15,3.23%,-12.14%,3,33.33%
278,10:30:00,21,15,3.23%,-12.14%,3,33.33%
291,10:30:00,23,15,3.23%,-12.14%,3,33.33%
304,10:30:00,25,15,3.23%,-12.14%,3,33.33%
317,10:30:00,27,15,3.23%,-12.14%,3,33.33%
330,10:30:00,29,15,3.23%,-12.14%,3,33.33%
93,9:40:00,19,9,3.20%,-12.42%,3,33.33%
94,9:40:00,19,11,3.20%,-12.42%,3,33.33%
119,9:40:00,23,9,3.20%,-12.42%,3,33.33%
120,9:40:00,23,11,3.20%,-12.42%,3,33.33%
145,9:40:00,27,9,3.20%,-12.42%,3,33.33%
146,9:40:00,27,11,3.20%,-12.42%,3,33.33%
578,13:30:00,15,17,3.09%,-8.42%,5,60.00%
579,13:30:00,15,19,3.09%,-8.42%,5,60.00%
552,13:30:00,11,17,3.08%,-8.42%,5,40.00%
553,13:30:00,11,19,3.08%,-8.42%,5,40.00%
554,13:30:00,11,21,3.08%,-8.42%,5,40.00%
555,13:30:00,11,23,3.08%,-8.42%,5,40.00%
556,13:30:00,11,25,3.08%,-8.42%,5,40.00%
557,13:30:00,11,27,3.08%,-8.42%,5,40.00%
558,13:30:00,11,29,3.08%,-8.42%,5,40.00%
395,11:30:00,13,15,3.06%,-8.79%,4,75.00%
235,10:30:00,15,7,2.96%,-9.77%,5,80.00%
196,10:30:00,9,7,2.92%,-6.41%,5,40.00%
702,14:30:00,9,5,2.91%,-7.62%,7,71.43%
703,14:30:00,9,7,2.91%,-7.62%,7,71.43%
704,14:30:00,9,9,2.91%,-7.62%,7,71.43%
705,14:30:00,9,11,2.91%,-7.62%,7,71.43%
225,10:30:00,13,13,2.87%,-8.87%,5,60.00%
184,10:30:00,7,9,2.80%,-10.00%,6,33.33%
187,10:30:00,7,15,2.80%,-10.00%,6,33.33%
188,10:30:00,7,17,2.80%,-10.00%,6,33.33%
189,10:30:00,7,19,2.80%,-10.00%,6,33.33%
190,10:30:00,7,21,2.80%,-10.00%,6,33.33%
191,10:30:00,7,23,2.80%,-10.00%,6,33.33%
192,10:30:00,7,25,2.80%,-10.00%,6,33.33%
193,10:30:00,7,27,2.80%,-10.00%,6,33.33%
194,10:30:00,7,29,2.80%,-10.00%,6,33.33%
756,14:30:00,17,9,2.80%,-12.13%,5,60.00%
757,14:30:00,17,11,2.80%,-12.13%,5,60.00%
397,11:30:00,13,19,2.78%,-9.05%,3,66.67%
398,11:30:00,13,21,2.78%,-9.05%,3,66.67%
399,11:30:00,13,23,2.78%,-9.05%,3,66.67%
400,11:30:00,13,25,2.78%,-9.05%,3,66.67%
401,11:30:00,13,27,2.78%,-9.05%,3,66.67%
402,11:30:00,13,29,2.78%,-9.05%,3,66.67%
382,11:30:00,11,15,2.73%,-8.79%,6,50.00%
210,10:30:00,11,9,2.71%,-8.42%,6,33.33%
211,10:30:00,11,11,2.71%,-8.42%,6,33.33%
730,14:30:00,13,9,2.64%,-11.61%,5,60.00%
731,14:30:00,13,11,2.64%,-11.61%,5,60.00%
588,13:30:00,17,11,2.52%,-13.05%,5,60.00%
589,13:30:00,17,13,2.52%,-13.05%,5,60.00%
240,10:30:00,15,17,2.51%,-10.16%,6,66.67%
241,10:30:00,15,19,2.51%,-10.16%,6,66.67%
242,10:30:00,15,21,2.51%,-10.16%,6,66.67%
720,14:30:00,11,15,2.49%,-9.02%,5,60.00%
721,14:30:00,11,17,2.49%,-9.02%,5,60.00%
722,14:30:00,11,19,2.49%,-9.02%,5,60.00%
723,14:30:00,11,21,2.49%,-9.02%,5,60.00%
724,14:30:00,11,23,2.49%,-9.02%,5,60.00%
725,14:30:00,11,25,2.49%,-9.02%,5,60.00%
726,14:30:00,11,27,2.49%,-9.02%,5,60.00%
727,14:30:00,11,29,2.49%,-9.02%,5,60.00%
108,9:40:00,21,13,2.46%,-11.12%,5,40.00%
160,9:40:00,29,13,2.46%,-11.12%,5,40.00%
582,13:30:00,15,25,2.44%,-9.71%,5,60.00%
583,13:30:00,15,27,2.44%,-9.71%,5,60.00%
584,13:30:00,15,29,2.44%,-9.71%,5,60.00%
74,9:40:00,15,23,2.42%,-9.05%,5,60.00%
75,9:40:00,15,25,2.42%,-9.05%,5,60.00%
76,9:40:00,15,27,2.42%,-9.05%,5,60.00%
77,9:40:00,15,29,2.42%,-9.05%,5,60.00%
39,9:40:00,11,5,2.37%,-8.42%,6,50.00%
43,9:40:00,11,13,2.37%,-8.42%,6,50.00%
567,13:30:00,13,21,2.34%,-9.05%,3,66.67%
568,13:30:00,13,23,2.34%,-9.05%,3,66.67%
569,13:30:00,13,25,2.34%,-9.05%,3,66.67%
570,13:30:00,13,27,2.34%,-9.05%,3,66.67%
571,13:30:00,13,29,2.34%,-9.05%,3,66.67%
371,11:30:00,9,19,2.32%,-9.26%,6,66.67%
372,11:30:00,9,21,2.32%,-9.26%,6,66.67%
373,11:30:00,9,23,2.32%,-9.26%,6,66.67%
529,13:30:00,7,23,2.27%,-10.53%,6,50.00%
530,13:30:00,7,25,2.27%,-10.53%,6,50.00%
531,13:30:00,7,27,2.27%,-10.53%,6,50.00%
532,13:30:00,7,29,2.27%,-10.53%,6,50.00%
134,9:40:00,25,13,2.25%,-11.12%,5,40.00%
359,11:30:00,7,21,2.25%,-10.87%,5,40.00%
360,11:30:00,7,23,2.25%,-10.87%,5,40.00%
361,11:30:00,7,25,2.25%,-10.87%,5,40.00%
362,11:30:00,7,27,2.25%,-10.87%,5,40.00%
363,11:30:00,7,29,2.25%,-10.87%,5,40.00%
533,13:30:00,9,5,2.23%,-8.51%,8,37.50%
227,10:30:00,13,17,2.22%,-9.05%,4,50.00%
228,10:30:00,13,19,2.22%,-9.05%,4,50.00%
229,10:30:00,13,21,2.22%,-9.05%,4,50.00%
230,10:30:00,13,23,2.22%,-9.05%,4,50.00%
231,10:30:00,13,25,2.22%,-9.05%,4,50.00%
232,10:30:00,13,27,2.22%,-9.05%,4,50.00%
233,10:30:00,13,29,2.22%,-9.05%,4,50.00%
706,14:30:00,9,13,2.18%,-8.42%,7,71.43%
234,10:30:00,15,5,2.06%,-7.89%,6,66.67%
408,11:30:00,15,15,2.05%,-9.66%,6,66.67%
57,9:40:00,13,15,1.98%,-9.05%,4,50.00%
58,9:40:00,13,17,1.98%,-9.05%,4,50.00%
59,9:40:00,13,19,1.98%,-9.05%,4,50.00%
60,9:40:00,13,21,1.98%,-9.05%,4,50.00%
61,9:40:00,13,23,1.98%,-9.05%,4,50.00%
62,9:40:00,13,25,1.98%,-9.05%,4,50.00%
63,9:40:00,13,27,1.98%,-9.05%,4,50.00%
64,9:40:00,13,29,1.98%,-9.05%,4,50.00%
252,10:30:00,17,15,1.96%,-12.14%,5,40.00%
406,11:30:00,15,11,1.90%,-9.80%,5,60.00%
212,10:30:00,11,13,1.85%,-8.87%,6,50.00%
213,10:30:00,11,15,1.85%,-8.87%,6,50.00%
105,9:40:00,21,7,1.84%,-11.65%,5,40.00%
157,9:40:00,29,7,1.84%,-11.65%,5,40.00%
538,13:30:00,9,15,1.79%,-9.04%,8,50.00%
393,11:30:00,13,11,1.78%,-9.80%,4,50.00%
410,11:30:00,15,19,1.77%,-10.05%,6,66.67%
411,11:30:00,15,21,1.77%,-10.05%,6,66.67%
40,9:40:00,11,7,1.76%,-8.42%,6,50.00%
131,9:40:00,25,7,1.64%,-11.65%,5,40.00%
580,13:30:00,15,21,1.60%,-9.71%,5,60.00%
581,13:30:00,15,23,1.60%,-9.71%,5,60.00%
407,11:30:00,15,13,1.55%,-10.10%,5,60.00%
564,13:30:00,13,15,1.47%,-9.80%,4,50.00%
380,11:30:00,11,11,1.45%,-9.81%,6,33.33%
394,11:30:00,13,13,1.44%,-10.10%,4,50.00%
222,10:30:00,13,7,1.41%,-9.77%,5,60.00%
31,9:40:00,9,15,1.38%,-8.58%,4,25.00%
32,9:40:00,9,17,1.38%,-8.58%,4,25.00%
33,9:40:00,9,19,1.38%,-8.58%,4,25.00%
34,9:40:00,9,21,1.38%,-8.58%,4,25.00%
70,9:40:00,15,15,1.35%,-9.05%,5,60.00%
71,9:40:00,15,17,1.35%,-9.05%,5,60.00%
72,9:40:00,15,19,1.35%,-9.05%,5,60.00%
73,9:40:00,15,21,1.35%,-9.05%,5,60.00%
546,13:30:00,11,5,1.16%,-9.65%,7,42.86%
381,11:30:00,11,13,1.11%,-10.11%,6,33.33%
197,10:30:00,9,9,1.06%,-8.87%,5,40.00%
198,10:30:00,9,11,1.06%,-8.87%,5,40.00%
741,14:30:00,15,5,1.01%,-9.99%,6,50.00%
236,10:30:00,15,9,0.99%,-11.49%,6,66.67%
536,13:30:00,9,11,0.99%,-9.62%,7,42.86%
537,13:30:00,9,13,0.99%,-9.62%,7,42.86%
370,11:30:00,9,17,0.98%,-9.26%,6,50.00%
106,9:40:00,21,9,0.96%,-12.42%,5,40.00%
107,9:40:00,21,11,0.96%,-12.42%,5,40.00%
158,9:40:00,29,9,0.96%,-12.42%,5,40.00%
159,9:40:00,29,11,0.96%,-12.42%,5,40.00%
41,9:40:00,11,9,0.87%,-8.42%,6,33.33%
42,9:40:00,11,11,0.87%,-8.42%,6,33.33%
746,14:30:00,15,15,0.80%,-10.18%,6,50.00%
747,14:30:00,15,17,0.80%,-10.18%,6,50.00%
748,14:30:00,15,19,0.80%,-10.18%,6,50.00%
560,13:30:00,13,7,0.79%,-10.41%,4,50.00%
561,13:30:00,13,9,0.79%,-10.41%,4,50.00%
573,13:30:00,15,7,0.79%,-10.41%,4,50.00%
574,13:30:00,15,9,0.79%,-10.41%,4,50.00%
132,9:40:00,25,9,0.75%,-12.42%,5,40.00%
133,9:40:00,25,11,0.75%,-12.42%,5,40.00%
577,13:30:00,15,15,0.74%,-10.45%,5,60.00%
551,13:30:00,11,15,0.72%,-10.04%,6,33.33%
751,14:30:00,15,25,0.58%,-10.46%,6,50.00%
752,14:30:00,15,27,0.58%,-10.46%,6,50.00%
753,14:30:00,15,29,0.58%,-10.46%,6,50.00%
715,14:30:00,11,5,0.49%,-10.80%,6,50.00%
716,14:30:00,11,7,0.49%,-10.80%,6,50.00%
742,14:30:00,15,7,0.38%,-10.55%,5,40.00%
13,9:40:00,7,5,0.30%,-12.13%,6,33.33%
14,9:40:00,7,7,0.30%,-12.13%,6,33.33%
15,9:40:00,7,9,0.30%,-12.13%,6,33.33%
16,9:40:00,7,11,0.30%,-12.13%,6,33.33%
17,9:40:00,7,13,0.30%,-12.13%,6,33.33%
18,9:40:00,7,15,0.30%,-12.13%,6,33.33%
19,9:40:00,7,17,0.30%,-12.13%,6,33.33%
20,9:40:00,7,19,0.30%,-12.13%,6,33.33%
21,9:40:00,7,21,0.30%,-12.13%,6,33.33%
22,9:40:00,7,23,0.30%,-12.13%,6,33.33%
23,9:40:00,7,25,0.30%,-12.13%,6,33.33%
24,9:40:00,7,27,0.30%,-12.13%,6,33.33%
25,9:40:00,7,29,0.30%,-12.13%,6,33.33%
239,10:30:00,15,15,0.25%,-12.14%,5,60.00%
749,14:30:00,15,21,0.09%,-10.81%,6,50.00%
750,14:30:00,15,23,0.09%,-10.81%,6,50.00%
547,13:30:00,11,7,0.05%,-10.64%,6,33.33%
548,13:30:00,11,9,0.05%,-10.64%,6,33.33%
572,13:30:00,15,5,-0.02%,-9.35%,7,57.14%
559,13:30:00,13,5,-0.09%,-9.41%,6,50.00%
719,14:30:00,11,13,-0.23%,-11.44%,6,50.00%
52,9:40:00,13,5,-0.33%,-11.12%,5,40.00%
56,9:40:00,13,13,-0.33%,-11.12%,5,40.00%
745,14:30:00,15,13,-0.33%,-11.19%,5,40.00%
369,11:30:00,9,15,-0.51%,-9.63%,7,57.14%
223,10:30:00,13,9,-0.52%,-11.49%,6,33.33%
366,11:30:00,9,9,-0.78%,-10.63%,6,66.67%
367,11:30:00,9,11,-0.78%,-10.63%,6,66.67%
368,11:30:00,9,13,-0.78%,-10.63%,6,66.67%
204,10:30:00,9,23,-0.79%,-11.16%,6,50.00%
205,10:30:00,9,25,-0.79%,-11.16%,6,50.00%
206,10:30:00,9,27,-0.79%,-11.16%,6,50.00%
207,10:30:00,9,29,-0.79%,-11.16%,6,50.00%
27,9:40:00,9,7,-0.93%,-8.58%,4,25.00%
28,9:40:00,9,9,-0.93%,-8.58%,4,25.00%
29,9:40:00,9,11,-0.93%,-8.58%,4,25.00%
30,9:40:00,9,13,-0.93%,-8.58%,4,25.00%
53,9:40:00,13,7,-0.93%,-11.65%,5,40.00%
69,9:40:00,15,13,-0.96%,-11.12%,6,50.00%
405,11:30:00,15,9,-1.04%,-12.39%,5,60.00%
392,11:30:00,13,9,-1.15%,-12.39%,4,50.00%
717,14:30:00,11,9,-1.21%,-12.31%,6,50.00%
718,14:30:00,11,11,-1.21%,-12.31%,6,50.00%
83,9:40:00,17,15,-1.22%,-9.05%,5,40.00%
84,9:40:00,17,17,-1.22%,-9.05%,5,40.00%
85,9:40:00,17,19,-1.22%,-9.05%,5,40.00%
86,9:40:00,17,21,-1.22%,-9.05%,5,40.00%
226,10:30:00,13,15,-1.26%,-12.14%,5,40.00%
743,14:30:00,15,9,-1.31%,-12.06%,5,40.00%
744,14:30:00,15,11,-1.31%,-12.06%,5,40.00%
379,11:30:00,11,9,-1.47%,-12.40%,6,33.33%
66,9:40:00,15,7,-1.55%,-11.65%,6,50.00%
78,9:40:00,17,5,-1.77%,-11.12%,7,42.86%
54,9:40:00,13,9,-1.79%,-12.42%,5,40.00%
55,9:40:00,13,11,-1.79%,-12.42%,5,40.00%
199,10:30:00,9,13,-1.93%,-10.82%,5,40.00%
202,10:30:00,9,19,-1.93%,-10.82%,5,40.00%
203,10:30:00,9,21,-1.93%,-10.82%,5,40.00%
562,13:30:00,13,11,-2.08%,-12.95%,4,50.00%
563,13:30:00,13,13,-2.08%,-12.95%,4,50.00%
575,13:30:00,15,11,-2.08%,-12.95%,4,50.00%
576,13:30:00,15,13,-2.08%,-12.95%,4,50.00%
67,9:40:00,15,9,-2.41%,-12.42%,6,50.00%
68,9:40:00,15,11,-2.41%,-12.42%,6,50.00%
65,9:40:00,15,5,-2.68%,-11.12%,6,33.33%
549,13:30:00,11,11,-2.79%,-13.18%,6,33.33%
550,13:30:00,11,13,-2.79%,-13.18%,6,33.33%
200,10:30:00,9,15,-3.25%,-10.82%,5,20.00%
201,10:30:00,9,17,-3.25%,-10.82%,5,20.00%
82,9:40:00,17,13,-3.47%,-11.12%,6,33.33%
79,9:40:00,17,7,-4.05%,-11.65%,6,33.33%
80,9:40:00,17,9,-4.88%,-12.42%,6,33.33%
81,9:40:00,17,11,-4.88%,-12.42%,6,33.33%
